Age,Ville,Sexe,specialite_BAC,Nationale,Regional,Generale,Francais,Anglais,Loisirs,preferee,detestee,Skills,specialite
20,fes,Homme,SP,"14,05","10,75","14,5",Intermediaire,Avance,"Musique,Jeuxvideo,Technologie,Photographie",Informatique,Physique,"Resolutiondeproblemes,Espritcritique",Informatique
