Age,Nationale,Regional,Generale,Francais,Anglais,preferee_Mathematiques,preferee_Physique,preferee_Chimie,preferee_Litterature,preferee_Histoire,preferee_Langues,preferee_Informatique,preferee_Biologie,detestee_Mathematiques,detestee_Physique,detestee_Chimie,detestee_Litterature,detestee_Histoire,detestee_Langues,detestee_Informatique,detestee_Biologie,specialite_Informatique,specialite_Ingenierie,specialite_Medecine,specialite_Mathematiques appliquees,specialite_Droit,specialite_Physique,specialite_Economie,specialite_Architecture,specialite_Sciences humaines et sociales,specialite_Histoire,specialite_Arts et design,specialite_Education,specialite_Langues étrangeres,specialite_Geographie,specialite_Sciences politiques,specialite_Biologie,specialite_Chimie,specialite_Logistique,specialite_Reseau,specialite_Infirmerie,loisir_chess,loisir_Lecture,loisir_Sport,loisir_Voyage,loisir_Cinema,loisir_Jeuxvideo,loisir_Loisir_Artsplastiques,loisir_Benovolat,loisir_Technologie,loisir_Ecriture,loisir_Photographie,skill_Communication,skill_Travailenequipe,skill_Gestiondutemps,skill_Adaptabilite,skill_Creativite,skill_Resolutiondeproblemes,skill_Leadership,skill_Empathie,skill_Espritcritique,skill_Autonomie,Ville_larache,Ville_sale,Ville_oujda,Ville_midelt,Ville_rabat,Ville_tetouan,Ville_casa,Ville_taroudant,Ville_ouazzane,Ville_beni mellal,Ville_meknes,Ville_el hajeb,Ville_immouzzer,Ville_tantan,Ville_alhoceima,Ville_mohammedia,Ville_agadir,Ville_sidi slimane,Ville_rich,Ville_azrou,Ville_taza,Ville_tanger,Ville_berkane,Ville_marrakech,Ville_taourirt,Ville_mrirt,Ville_khenifra,Ville_fes,Ville_ain taoujdate,Ville_khouribga,Ville_sefrou,Ville_safi,Ville_ouezzane,Ville_nador,Ville_ksar el kebir,Ville_benguerir,Sexe_Homme,specialite_BAC_SP
20,"14,05","10,75","14,5",Intermediaire,Avance,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,True,True
