Age,Ville,Sexe,specialite_BAC,Nationale,Regional,Generale,Francais,Anglais,preferee_Mathematiques,preferee_Physique,preferee_Chimie,preferee_Litterature,preferee_Histoire,preferee_Langues,preferee_Informatique,preferee_Biologie,detestee_Mathematiques,detestee_Physique,detestee_Chimie,detestee_Litterature,detestee_Histoire,detestee_Langues,detestee_Informatique,detestee_Biologie,specialite_Informatique,specialite_Ingenierie,specialite_Medecine,specialite_Mathematiques appliquees,specialite_Droit,specialite_Physique,specialite_Economie,specialite_Architecture,specialite_Sciences humaines et sociales,specialite_Histoire,specialite_Arts et design,specialite_Education,specialite_Langues étrangeres,specialite_Geographie,specialite_Sciences politiques,specialite_Biologie,specialite_Chimie,specialite_Logistique,specialite_Reseau,specialite_Infirmerie,loisir_chess,loisir_Lecture,loisir_Sport,loisir_Voyage,loisir_Cinema,loisir_Jeuxvideo,loisir_Loisir_Artsplastiques,loisir_Benovolat,loisir_Technologie,loisir_Ecriture,loisir_Photographie,skill_Communication,skill_Travailenequipe,skill_Gestiondutemps,skill_Adaptabilite,skill_Creativite,skill_Resolutiondeproblemes,skill_Leadership,skill_Empathie,skill_Espritcritique,skill_Autonomie
20,0,1,0,"14,05","10,75","14,5",Intermediaire,Avance,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
